4473R;2;1;1;k;NA;NA;1;2;1;2;d;45132;f;5;k;ab;NA;k;k;NA;2;1;1;1;1;2;1;2;k;NA;NA;1;2;1;2;f;NA;2;sp;ab;NA;k;6;1;2;1;1;2
2166S;1;1;2;sp;NA;NA;2;2;1;1;k;NA;NA;5;NA;NA;NA;k;f;1;2;2;1;1;2;2;1;1;ab;NA;NA;1;2;1;1;NA;NA;NA;ab;NA;NA;sp;2;2;1;1;2;1
2174S;2;1;1;k;k;n;1;2;2;2;k;NA;f;5;k;3;f;k;k;5;2;2;1;1;2;2;1;2;p;2;n,ff;1;2;1;2;f;f;2;i;2;n,ff;k;6;1;2;1;1;2
3321S;1;2;1;sp;ab;f;2;1;2;1;k;NA;f;5;p;ab;f;k;d;1;1;2;1;2;1;2;1;2;p;2;f;1;2;1;1;k;NA;5;k;ab;NA;k;6;2;2;1;1;1
3325S;2;1;1;i;s;f;1;2;1;2;d;45132;f;6;k;1;f;k;k;5;2;1;2;1;1;2;2;1;k;4;n,ff;1;1;2;2;NA;f;2;i;k;int;k;2;2;2;1;1;2
4464S;NA;NA;NA;sp;ab;NA;1;2;2;2;k;NA;ku;2;g,p;p,g;k;k;k;5;2;2;1;1;1;1;2;2;p;s;f;1;1;2;2;ks;f;2;k;ab;NA;k;6;2;2;1;1;1
4472S;2;0;1;k;k;n;1;2;1;2;k;NA;ku;5;k;x;k;k;k;5;2;1;1;1;2;2;1;1;i;ab;f;1;2;1;2;ks;f;2;sp;ab;f;k;8;2;2;2;1;1
1022T;NA;NA;NA;NA;NA;NA;1;2;1;2;NA;NA;NA;2;NA;k;k;NA;NA;NA;1;2;1;2;1;NA;NA;NA;NA;x;f;1;1;2;2;NA;f;2;NA;NA;NA;NA;NA;2;2;1;2;1
2173T;1;2;2;NA;NA;NA;1;2;1;2;d;45132;f;4;NA;NA;NA;NA;NA;5;2;1;1;2;1;1;2;1;p;NA;NA;2;1;2;1;u;NA;5;g;ab;NA;NA;NA;1;2;1;2;2
3324T;2;2;1;k;s;f;1;2;1;2;k;NA;ks;5;k;1;k;k;k;5;2;1;1;1;1;2;1;2;k;x,1;f;2;2;2;2;f;k;2;str;p;n,fk;k;5;2;2;1;1;2
4457T;2;2;1;sp;NA;NA;2;2;1;2;f;25431;NA;5;k;k;k;k;k;ab;1;2;2;1;2;2;1;2;k;k;n;1;2;2;1;NA;NA;2;f;ab;ab;NA;6;1;1;2;1;2
4680T;2;1;1;NA;NA;NA;2;1;2;1;f;25134;NA;NA;NA;NA;NA;k;d;NA;1;2;1;2;1;1;2;1;NA;NA;NA;1;1;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;1;2;1;2
1029Q;1;2;1;sp;k;n;1;2;1;1;f;15243;f;3;sp;k;ab;k;k;5;1;2;2;2;1;2;1;2;k;k;n;1;2;1;2;k;k;2;k;k;ab;k;5;2;2;1;1;2
2176Q;2;2;1;NA;ab;NA;1;2;1;2;f;15234;NA;3;NA;NA;NA;NA;NA;5;2;2;1;1;1;2;1;1;NA;k;n;1;2;1;2;k;NA;5;NA;k;n;k;9;2;2;1;1;2
2180Q;2;1;2;sp;k;n;2;2;1;1;f;15423;NA;5;NA;k;f;NA;NA;5;2;2;1;1;2;2;2;1;k;k;n;1;2;2;1;k;f;2;NA;k;f;k;5;2;1;2;1;2
3327Q;2;1;2;k;k;k;1;2;1;2;k;NA;NA;5;NA;ab;NA;k;k;6;2;2;2;1;1;2;1;1;k;k;k;1;1;2;NA;k;NA;2;i;k;k;k;9;2;2;1;1;2
3331Q;2;2;1;NA;ab;NA;2;1;1;2;f;15423;ab;1;sp;ab;NA;NA;NA;6;NA;NA;NA;NA;NA;2;1;2;ab;ab;NA;1;2;1;2;NA;f;5;NA;NA;NA;NA;4;NA;NA;NA;NA;NA
4478Q;2;2;1;NA;kl,1;ff;1;2;1;2;f;15243;NA;5;NA;kl,1;ff;p;NA;5;1;2;1;2;2;2;1;2;k;k;k;1;1;2;NA;ks;NA;2;NA;k;int;k;5;2;2;1;1;2
1028R;1;2;1;NA;NA;NA;2;1;2;1;d;45132;NA;2;NA;ab;NA;NA;NA;5;1;2;1;2;1;1;2;1;k;ab;NA;1;2;1;2;NA;NA;2;NA;ab;NA;sp;5;1;2;1;2;1
2179R;2;2;1;sp;k;n;1;1;2;1;k;NA;f;4;NA;ab;NA;k;p;5;1;2;1;2;2;2;1;2;p;ab;NA;1;2;1;1;u;f;5;sp;k;nb;k;5;1;2;1;1;2
3326R;2;2;1;sp;NA;NA;1;2;1;2;f;25134;k;5;NA;s;NA;NA;NA;10;1;2;2;NA;NA;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;sp;NA;NA;k;5;2;2;1;1;1
3330R;2;2;1;k;k;f;2;2;1;2;k;NA;f;5;NA;k;NA;NA;NA;5;1;2;1;2;2;NA;NA;NA;NA;k;f;NA;NA;NA;NA;NA;NA;2;k;k;n;k;5;2;2;1;1;2
4477R;2;2;1;sp;k;k;1;1;1;2;k;NA;f;ab;NA;div;NA;k;k;5;NA;NA;NA;NA;NA;2;1;2;k;NA;NA;1;NA;NA;NA;NA;NA;2;NA;div;ff;k;5;2;2;1;1;2
